generation;sosa;id;prenom;nom;sexe;source;nb_infos;nb_evenements;nb_sources;nb_parents;forme_parents;parents_mariage_date;parents_mariage_lieu;profession;sous_titre;titre_noblesse;note_titre_noblesse;nb_notes;nb_notes_longues;infos;nb_err;GeneanetSpider 1.0.13 08/09/2023 à 01:00
21;1933313;@I00458@;Beatrix;Hohenstaufen;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=beatrix&n=hohenstaufen;2;0;1;2;forme2;1287;"";"";"(Beatrix Hohenstaufen di Sicilia)";"";"";3;1;"- surnom: Beatrix Hohenstaufen Beatrix
- Née vers 1260
- Décédée en 1307, à l'âge d'environ 47 ans";0;
20;923518;@I00461@;Simone;de Esculo;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=simone&n=de+esculo;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
21;1843474;@I00462@;Manfredo II;Lancia;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=manfredo+ii&n=lancia;2;0;0;0;;;"";"";"(Manfredo II Lancia marchese di Busca)";"";"";2;1;"- Né vers 1190
- Décédé en 1257, à l'âge d'environ 67 ans";0;
21;1843483;@I00463@;Ricca;Maina;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=ricca&n=maina;3;0;0;0;;;"";"Dame of the Court of Queen Elenora of Sicily";"";"";"";1;1;"- Née en 1205
- Décédée
- Dame of the Court of Queen Elenora of Sicily";0;
21;1843470;@I00464@;Silvestro;Aethling;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=silvestro&n=aethling;1;0;0;0;;;"";"Milite";"(Silvestro Aethling 1st barone di Milacca di San Lorenzo)";"";"";1;1;"- surnom: Silvestro Aethling Barone di San Marco
- Milite
@todo Anomalies détectées sur Silvestro Aethling. Vérifier la source.";1;
21;1843482;@I00465@;Abbone;Barrese;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=abbone&n=barrese;3;0;0;0;;;"";"Signore di Pietraperzia";"(Abbone Barrese barone di Militello)";"";"";1;1;"- Né vers 1204
- Décédé
- Signore di Pietraperzia";0;
21;1847104;@I00466@;Gregorio;Caracciolo;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=gregorio&n=caracciolo;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
21;1843484;@I00467@;Riccardo;di Chiaramonte;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=riccardo&n=di+chiaramonte;1;0;0;0;;;"";"";"Ricardo, signore de Chiaromonte";"";"";2;1;"- Décédé en octobre 1139
@todo Anomalies détectées sur Riccardo di Chiaramonte. Vérifier la source.";1;
21;1839211;@I00469@;Margherita;di Ocra;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=margherita&n=di+ocra;1;0;0;2;forme2;1268;"";"";"(Margherita di Ocra dei conti dei Marsi)";"";"";1;0;"- Décédée après 1247";0;
21;1843476;@I00470@;Michael I;Komnenos Dukas Angelos;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=michael+i&n=komnenos+dukas+angelos;3;0;0;0;;;"";"Деспат в Солун, Grundare och från 1205 häskare i Despotats Epirus";"";"Michael I";"";1;1;"- surnom: Michael I Komnenos Dukas Angelos Михаил I Комнин
Дука Ангел
- Né vers 1175 - Turkey -
- Décédé en 1214, à l'âge d'environ 39 ans
- Деспат в Солун, Grundare och från 1205 häskare i Despotats Epirus
- titre: Michael I";0;
21;1933380;@I00468@;Charles I;of Anjou;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=charles+i&n=of+anjou;5;7;1;2;forme2;18 novembre 1268;"";"Unknown, Roi de Naples & de Sicile, Comte de Provence & Forcalquier, Comte d'Anjou & Maine, Roi d'Albania, Roi de Jerusalem & Achaea, Prince of Achaia & Andravida 1278-1285";"(Charles I of Anjou king of Sicily)";"";"";1;2;"- surnom: Charles I of Anjou Károly I.
- Né le 21 mars 1226 - Paris, Paris, Ile-de-France, France -
- Baptisé en 1246
- Décédé le 7 janvier 1285 - Foggia Castle, Foggia, Foggia, Italy -, à l'âge de 58 ans
- Inhumé en janvier 1285 - Napoli, Campania, Italy -
- Unknown, Roi de Naples & de Sicile, Comte de Provence & Forcalquier, Comte d'Anjou & Maine, Roi d'Albania, Roi de Jerusalem & Achaea, Prince of Achaia & Andravida 1278-1285";0;
21;1849344;@I00473@;Alesandru;bin Frendu;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=alesandru&n=bin+frendu;0;0;0;0;;;"";"";"";"Nobile";"";1;0;"- titre: Nobile";0;
21;1849345;@I00474@;?;?;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=50985;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
20;923519;@I00475@;?;?;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=50719;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
22;3866752;@I00476@;Pedro 'el Católico';de Aragón;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=pedro+el+catolico&n=de+aragon;4;5;1;0;;25 juin 1208;"(Unknown) -,";"Unknown, Rei d'Aragón (Rey de Aragón) [1196-1213]; Conte (Conde) de Barzelona, Chirona, Osona, Besalú, Zerdaña, Pallars Chusán y Ribagorza [1196-1213], y siñor (señor) de Montpeller [1204-1213]., KING OF ARAGON, king, King of Aragon, roi d";"(Pedro 'el Católico' de Aragón II)";"";"";1;2;"- surnom: Pedro 'el Católico' de Aragón The Catholic
- Né entre 1174 et 1176
- Décédé le 14 septembre 1213
- Inhumé en 1213 - Monasterio de Sijena - Huesca, Aragon, Spain
- Unknown, Rei d'Aragón (Rey de Aragón) [1196-1213]; Conte (Conde) de Barzelona, Chirona, Osona, Besalú, Zerdaña, Pallars Chusán y Ribagorza [1196-1213], y siñor (señor) de Montpeller [1204-1213]., KING OF ARAGON, king, King of Aragon, roi d";0;
21;1843471;@I00477@;Sofia;De Molisio Di Bojano;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=sofia&n=de+molisio+di+bojano;0;0;0;0;;;"";"";"";"";"";1;0;"@todo Anomalies détectées sur Sofia De Molisio Di Bojano. Vérifier la source.";1;
21;1843475;@I00478@;Bianca;Maletta;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=bianca&n=maletta;1;0;0;0;;;"";"";"";"";"";2;2;"- Décédée après 1214";0;
21;1843485;@I00479@;?;?;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=50965;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
21;1847105;@I00480@;Maria;Pignatelli;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=maria&n=pignatelli;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
21;1845825;@I00482@;Nicholina;Quirini;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=nicholina&n=quirini;0;0;0;0;;;"";"";"";"Nicholina";"";1;1;"- surnom: Nicholina Quirini Nicolina
- titre: Nicholina";0;
21;1843477;@I00483@;x;x;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=x&n=x&oc=48897;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
22;3678384;@I00471@;Galeotto;Lancia;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=galeotto&n=lancia;2;0;0;2;forme2;;"";"";"(Galeotto Lancia conte di Atri)";"";"";2;1;"- Né entre 1223 et 1225 - Italy -
- Décédé le 12 septembre 1268
@todo Anomalies détectées sur Galeotto Lancia. Vérifier la source.";1;
21;1843690;@I00472@;Guglielmo;Surdo;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=guglielmo&n=surdo;2;0;1;2;forme2;;"";"";"(Guglielmo Surdo Baron of Gomerino)";"";"";2;0;"- Né vers 1275
- Décédé
@todo Anomalies détectées sur Guglielmo Surdo. Vérifier la source.";1;
21;1933381;@I00481@;Béatrice;de Provence;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=beatrice&n=de+provence;4;0;1;2;forme2;31 janvier 1246;"";"Comtesse de Provence (1245), Comtesse de Forcalquier, Reine Naples & de Sicile (1266-1285)";"(Béatrice de Provence reine consort de Sicile)";"";"";3;2;"- surnom: Béatrice de Provence Beatrix
- Née en 1234 - Aix en Provence, Bouches-du-Rhone, Provence-Alpes-Cote d'Azur, France -
- Décédée le 23 septembre 1267, à l'âge de 33 ans
- Inhumée - Naples Cathedral, Via Duomo, 147 - Naples, Campania, Italy
- Comtesse de Provence (1245), Comtesse de Forcalquier, Reine Naples & de Sicile (1266-1285)
@todo note 'Union avec Charles I of Anjou' de Béatrice de Provence à analyser : 'Adresse: Aix-en-Provence, Provence-Alpes-Côte d'Azur France, Aix-en-Provence, Provence-Alpes-Côte d'Azur, France'";0;
22;3678385;@I00484@;x;x;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=x&n=x&oc=33014;0;0;0;0;;;"";"";"";"";"";1;1;"";0;
22;3678424;@I00485@;?;?;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=51121;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
22;3866754;@I00486@;András el Hierosolimitano;Hungary;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=andras+el+hierosolimitano&n=hungary;4;6;1;0;;février 1215;"";"Unknown, Roi de Hongrie, magyar király / King of Hungary, Kung i Ungern 1205-1235, King of Hungary, Rey de Hungría ()";"(András el Hierosolimitano Hungary II)";"";"";1;4;"- surnom: András el Hierosolimitano Hungary Andrew
- Né entre 1176 et 1177
- Décédé le 25 septembre 1235
- Inhumé en 1235
- Unknown, Roi de Hongrie, magyar király / King of Hungary, Kung i Ungern 1205-1235, King of Hungary, Rey de Hungría ()";0;
22;3692548;@I00487@;Silvestro II;di San Lorenzo;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=silvestro+ii&n=di+san+lorenzo;0;0;0;2;forme2;;"";"";"";"Milite";"";1;0;"- titre: Milite";0;
22;3694144;@I00488@;x;Bell' Huomo (Bellomo);M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=x&n=bell+huomo+bellomo&oc=49892;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
22;3694145;@I00489@;?;?;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=51002;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
22;3866755;@I00490@;Yolande Jolánta;de Courtenay;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=yolande+jolanta&n=de+courtenay;4;5;0;0;;février 1215;"";"Unknown, Princesa de Constantinopla, Condesa de Courtenay, Queen of Hungary";"";"Yolande Jolánta";"";1;3;"- surnom: Yolande Jolánta de Courtenay Violante de
Courtenay
- Née entre 1194 et 1200
- Décédée en 1233
- Inhumée - Egrecz Abbey - Sânpetru Mare, Banat, Magyarország
- Unknown, Princesa de Constantinopla, Condesa de Courtenay, Queen of Hungary
- titre: Yolande Jolánta";0;
22;3678417;@I00491@;?;?;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=50793;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
22;3678425;@I00492@;?;?;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=51122;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
22;3678426;@I00493@;?;?;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=51119;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
22;3678427;@I00494@;?;?;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=51120;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
21;1843481;@I00496@;Manna;de Castanea;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=manna&n=de+castanea;0;0;0;0;;;"";"";"/di Castagna/";"";"";1;1;"";0;
22;3866753;@I00497@;Maria;de Montpellier;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=maria&n=de+montpellier;4;5;1;0;;25 juin 1208;"(Unknown) -,";"Unknown, Señora de Montpellier (1204), Reina de Aragón (1204-), last heiress of the Guilhem dynasty";"(Maria de Montpellier reine d'Aragon)";"";"";1;1;"- surnom: Maria de Montpellier Maria of Montpellier
- Née vers 1180 - Montpellier, Herault, Languedoc, France -
- Décédée le 21 avril 1213 - Rome, Roma, Lazio, Italy -, à l'âge d'environ 33 ans
- Inhumée en 1213
- Unknown, Señora de Montpellier (1204), Reina de Aragón (1204-), last heiress of the Guilhem dynasty";0;
21;1843473;@I00498@;Costanza;de Hauteville;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=costanza&n=de+hauteville;3;0;1;0;;27 janvier 1186;"Schwaben,Bayern,Germany -,";"Arvtagare till Sicilien";"(Costanza de Hauteville Queen of Sicily)";"";"";2;1;"- Née le 2 novembre 1154 - Sicily, Italy -
- Décédée le 27 novembre 1198, à l'âge de 44 ans
- Arvtagare till Sicilien";0;
21;1845861;@I00499@;x;...;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=x&n=...&oc=1;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
21;1847073;@I00500@;?;?;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=50754;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
20;921844;@I00501@;Arnaldo;di Solimella;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=arnaldo&n=di+solimella;1;0;0;2;forme2;;"";"Capitano della Citta di Notabile e Malta (1315), Milite Castellano di Malta";"(Arnaldo di Solimella castellano di Malta)";"";"";1;0;"- Capitano della Citta di Notabile e Malta (1315), Milite Castellano di Malta";0;
21;1843691;@I00495@;Isabella;di Ragusa;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=isabella&n=di+ragusa;2;0;1;2;forme2;;"";"";"";"";"";1;0;"- Née en 1325
- Décédée
@todo Anomalies détectées sur Isabella di Ragusa. Vérifier la source.";1;
20;921847;@I00502@;Macalda;Palizzi;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=macalda&n=palizzi;2;0;0;2;forme2;;"";"";"";"";"";1;1;"- Née vers 1300
- Décédée
@todo Anomalies détectées sur Macalda Palizzi. Vérifier la source.";1;
22;3678422;@I00504@;Gualtiero;de Ocra;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=gualtiero&n=de+ocra;2;0;0;0;;;"";"Cancelliere del Regno";"";"";"";1;0;"- Décédé vers 1250
- Cancelliere del Regno";0;
22;3678423;@I00505@;x;...;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=x&n=...;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
20;921846;@I00503@;Sancho;d'Aragona;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=sancho&n=d+aragona;2;0;1;2;forme2;;"";"";"(Sancho d'Aragona signore di Militello e di San Marco)";"";"";1;1;"- surnom: Sancho d'Aragona Sanciolo d'Aragona
- Né vers 1300
- Décédé en 1335, à l'âge d'environ 35 ans
@todo Anomalies détectées sur Sancho d'Aragona. Vérifier la source.";1;
22;3692549;@I00506@;?;?;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=50763;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
19;461758;@I00512@;Federico;d'Antiochia;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=federico&n=d+antiochia&oc=3;0;0;0;0;;;"";"";"(Federico d'Antiochia conte di Capizzi)";"";"";1;1;"";0;
20;923553;@I00513@;Laura;Capece;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=laura&n=capece;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
22;3866760;@I00507@;Louis VIII 'le Lion';de France;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=louis+viii+le+lion&n=de+france;4;9;1;2;forme2;23 mai 1200;"";"Unknown, Count d'Artois, King of France, Roi de France, Roi de FRANCE (1223 - 1226), Koning van Frankrijk (1223 - 1226), King of France, Rey de Francia";"(Louis VIII 'le Lion' de France roi de France)";"";"";1;2;"- surnom: Louis VIII 'le Lion' de France Louis VIII 'the Lion'
King of France
- Né le 3 septembre 1187 - Palais Royal - Paris, Île-de-France, France
- Décédé le 8 novembre 1226 - Château de Montpensier-en-Auvergne - Montpensier, Auvergne, France, à l'âge de 39 ans
- Inhumé - Abbaye royale de Saint-Denis - Saint-Denis, Île-de-France, France
- Unknown, Count d'Artois, King of France, Roi de France, Roi de FRANCE (1223 - 1226), Koning van Frankrijk (1223 - 1226), King of France, Rey de Francia
Sources : [http://trees.ancestry.com/rd?f=sse&db=millind&h=105114066&ti=0&indiv=try&gss=pt](http://trees.ancestry.com/rd?f=sse&db=millind&h=105114066&ti=0&indiv=try&gss=pt)
[http://trees.ancestry.com/rd?f=sse&db=millind&h=105114066&ti=0&indiv=try&gss=pt](http://trees.ancestry.com/rd?f=sse&db=millind&h=105114066&ti=0&indiv=try&gss=pt)";0;
20;923504;@I00508@;Conrad IV;Hohenstaufen;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=conrad+iv&n=hohenstaufen;3;0;1;2;forme2;;"";"King of Germany, Sicily (I), and Jerusalem (II)";"(Conrad IV Hohenstaufen king of the Romans)";"";"";5;2;"- Né le 25 avril 1228
- Décédé le 21 mai 1254, à l'âge de 26 ans
- King of Germany, Sicily (I), and Jerusalem (II)
@todo note 'Union avec Elisabeth Wittelsbach' de Conrad IV Hohenstaufen à analyser : 'Adresse: Vohburg, Germany, Vohburg, Germany'";0;
20;966691;@I00509@;Maria;x;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=maria&n=x&oc=31498;4;0;0;2;forme2;1270;"Naples, Napoli, Campania, Italy -,";"Ungherese principessa & Regina di Napoli; Princess of Hungary & Queen consort of Kingdom of Naples; magyar hercegnő és nápolyi királyné, Princess of Hungary and Queen Consort of Naples";"";"Maria";"";4;3;"- surnom: Maria x Árpád(házi) Mária; Maria Árpád de Hongrie
regina di Napoli
- Née en 1257
- Décédée le 25 mars 1323, à l'âge de 66 ans
- Inhumée en 1323
- Ungherese principessa & Regina di Napoli; Princess of Hungary & Queen consort of Kingdom of Naples; magyar hercegnő és nápolyi királyné, Princess of Hungary and Queen Consort of Naples
- titre: Maria";0;
20;921743;@I00510@;Teodora;de Hauteville;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=teodora&n=de+hauteville;3;0;0;2;forme2;;"";"";"Teodora /d'Altavilla/";"";"";1;1;"- Née en 1190 - Sicily Italy -
- Décédée en 1257 - Sicily Italy -, à l'âge de 67 ans
- Inhumée en 1257 - Sicily Italy -
@todo Anomalies détectées sur Teodora de Hauteville. Vérifier la source.";1;
20;921739;@I00511@;Theodora;Petraleipha;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=theodora&n=petraleipha;3;0;0;2;forme2;vers 1230;"";"";"Saint Theodora of Arta";"";"";1;1;"- Née vers 1210 - Turkey -
- Décédée vers 1256, à l'âge d'environ 46 ans
- Inhumée - Consort -";0;
22;3687380;@I00516@;Pietro;Surdo;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=pietro&n=surdo;2;0;0;0;;;"";"";"";"";"";1;0;"- Né vers 1275
- Décédé
@todo Anomalies détectées sur Pietro Surdo. Vérifier la source.";1;
19;461753;@I00517@;Margarita;di San Lorenzo;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=margarita&n=di+san+lorenzo;0;0;0;0;;;"";"";"";"Margarita";"";1;1;"- surnom: Margarita di San Lorenzo Matilda di San Lorenzo
- titre: Margarita";0;
20;917504;@I00519@;Xare;Kalbid;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=xare&n=kalbid;2;0;0;2;forme2;;"";"";"(Xare Kalbid VI)";"";"";1;0;"- Né vers 1230
- Décédé";0;
20;917505;@I00520@;N.;bin Mohammad bin Mohammad Kalbi IV;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=n.&n=bin+mohammad+bin+mohammad+kalbi+iv;0;0;0;0;;;"";"";"";"Nobile";"";1;0;"- titre: Nobile";0;
19;461777;@I00521@;Delizia;Caracciolo;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=delizia&n=caracciolo;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
19;461783;@I00522@;Oddolina;d'Aquino;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=oddolina&n=d+aquino;1;0;0;2;forme2;;"";"";"";"";"";1;0;"- Décédée le 20 mars 1303";0;
18;230463;@I00523@;Sybilla;de Aragón;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=sybilla&n=de+aragon;0;0;0;2;forme2;;"";"";"";"";"";1;0;"";0;
19;459799;@I00524@;Margherita;de Chiaromonte;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=margherita&n=de+chiaromonte;0;0;0;2;forme2;;"";"";"Margherita de Chiaromonte";"";"";2;1;"";0;
18;230889;@I00525@;Teodora;del Gaudio;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=teodora&n=del+gaudio;1;0;0;2;forme2;avant 11 juillet 1276;"";"";"(Teodora del Gaudio di Sessa)";"";"";1;0;"- Décédée le 31 janvier 1340";0;
22;3866762;@I00514@;Ramón Berenguer;de Provenza;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=ramon+berenguer&n=de+provenza;4;6;1;2;forme2;décembre 1220;"Chambbery, Savoie, France -,";"Unknown, Count of Provence and Forcalquier";"";"Ramón Berenguer";"";1;2;"- surnom: Ramón Berenguer de Provenza Ramon Berenguer V
- Né vers 1198
- Décédé le 19 août 1245, à l'âge d'environ 47 ans
- Inhumé - Église Saint-Jean-de-Malte - Aix-en-Provence, Provence-Alpes-Côte d'Azur, France
- Unknown, Count of Provence and Forcalquier
- titre: Ramón Berenguer";0;
22;3866761;@I00515@;Blanca;de Castilla;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=blanca&n=de+castilla&oc=1;4;7;1;2;forme2;;"";"Unknown, Reine de France, Queen of France, COUNTESS OF VALOIS, Queen Consort of France and Infanta of Castile, Drottning av Frankrike, Queen of France/Princess of Castile (Spain), Queen Consort of France "Franks", Infanta de Castilla, Rein";"(Blanca de Castilla reina consorte de Francia)";"";"";1;4;"- surnom: Blanca de Castilla Branca or Blanche de Borgoña
- Née vers 1188
- Décédée le 27 novembre 1252, à l'âge d'environ 64 ans
- Inhumée le 30 novembre 1252 - Abbaye de Maubuisson - Saint-Ouen-l'Aumône, Île-de-France, France
- Unknown, Reine de France, Queen of France, COUNTESS OF VALOIS, Queen Consort of France and Infanta of Castile, Drottning av Frankrike, Queen of France/Princess of Castile (Spain), Queen Consort of France "Franks", Infanta de Castilla, Rein
@todo Anomalies détectées sur Blanca de Castilla. Vérifier la source.";1;
20;966689;@I00518@;Constance II;Hohenstaufen;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=constance+ii&n=hohenstaufen;4;0;1;2;forme2;;"";"Queen consort of Aragon & Valencia. Countess consort of Barcelona. Queen regnant & consort of Sicily";"(Constance II Hohenstaufen queen of Sicily consort of Aragona)";"";"";2;1;"- surnom: Constance II Hohenstaufen Costanza di Svevia
- Née en 1249
- Décédée le 9 avril 1302 - Barcelona, Catalonia, Spain -, à l'âge de 53 ans
- Inhumée - Catedral de la Santa Creu i Santa Eulàlia - Barcelona, Cataluna, Spain
- Queen consort of Aragon & Valencia. Countess consort of Barcelona. Queen regnant & consort of Sicily";0;
22;3687381;@I00527@;Goffredina;Surdo;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=goffredina&n=surdo;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
18;230907;@I00526@;...;Lancia;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=...&n=lancia;0;0;0;2;forme2;;"";"";"";"";"";1;1;"";0;
18;230909;@I00531@;?;?;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=50393;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
18;230906;@I00532@;Palmieri;Abate;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=palmieri&n=abate;1;0;0;0;;;"";"";"(Palmieri Abate signor di Trapani)";"";"";1;0;"- Décédé après 1282";0;
18;230908;@I00534@;Giacomo;Mazzara;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=giacomo&n=mazzara;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
22;3866763;@I00528@;Beatrice;di Savoia;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=beatrice&n=di+savoia&oc=1;4;6;1;2;forme2;décembre 1220;"Chambbery, Savoie, France -,";"Unknown, Countess consort of Provence, Celebrated with her husband for learning and literary taste, Grevinna av Savoy, Countess of Provence, Countess of Savoy, Countess of Province";"(Beatrice di Savoia contessa consorte di Provenza)";"";"";1;1;"- surnom: Beatrice di Savoia Beatrix Countess of Savoy
- Née en 1205 - Chambéry, Savoie, Rhone-Alpes, France -
- Décédée le 4 janvier 1267 - Caen, Calvados, Basse-Normandie, France -, à l'âge de 62 ans
- Inhumée
- Unknown, Countess consort of Provence, Celebrated with her husband for learning and literary taste, Grevinna av Savoy, Countess of Provence, Countess of Savoy, Countess of Province";0;
18;230458;@I00529@;Pietro Antonius;de la Barba;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=pietro+antonius&n=de+la+barba;3;0;1;2;forme2;;"";"Created Signor di Hamitu 1399, Barone di Budaq 1399, 8 unc. 1399, 1402 and 1403., Giurato (pre 1406), 3rd holder of the fief of Tabria, 2nd signore di Fontani, Giurato, Giurato pre 1406";"Pietro Antonius /La Barba/";"";"";2;1;"- Né en 1350
- Décédé en 1406, à l'âge de 56 ans
- Created Signor di Hamitu 1399, Barone di Budaq 1399, 8 unc. 1399, 1402 and 1403., Giurato (pre 1406), 3rd holder of the fief of Tabria, 2nd signore di Fontani, Giurato, Giurato pre 1406";0;
